id,year,violent,murder,robbery,prisoners,afam,cauc,male,population,income,density,law,State__alabama,State__alaska,State__albama,State__arizona,State__arkansas,State__california,State__colorado,State__connecticut,State__delaware,State__district of columbia,State__florida,State__georgia,State__hawaii,State__idaho,State__illinois,State__indiana,State__iowa,State__kansas,State__kentucky,State__louisiana,State__maine,State__maryland,State__massachusetts,State__michigan,State__minnesota,State__mississippi,State__missouri,State__montana,State__nebraska,State__nevada,State__new hampshire,State__new jersey,State__new mexico,State__new york,State__north carolina,State__north dakota,State__ohio,State__oklahoma,State__oregon,State__pennsylvania,State__rhode island,State__south carolina,State__south dakota,State__tennessee,State__texas,State__utah,State__vermont,State__virginia,State__washington,State__west virginia,State__wisconsin,State__wyoming
564,1988,325.2,8.6,77.2,256.0,11.66387,46.27898,16.61277,4.871371151567941,9847.19,0.0546303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565,1989,311.2,9.7,78.3,277.0,11.731860000000001,46.19701,16.32527,4.871371151567941,10069.62,0.0545016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566,1990,340.4,12.2,86.2,293.0,11.908660000000001,48.01193,16.05819,4.871371151567941,10030.97,0.0549394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567,1991,389.1,12.8,116.3,307.0,12.055010000000001,47.8049,15.93869,4.871371151567941,10092.19,0.0552336,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568,1992,411.7,12.2,124.5,330.0,12.17902,47.48308,15.830589999999999,4.871371151567941,10444.81,0.0556378,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
569,1993,433.9,13.5,139.3,327.0,12.337810000000001,47.34798,15.77615,4.871371151567941,10657.45,0.0561788,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570,1994,493.7,15.3,162.5,361.0,12.43913,47.248000000000005,15.65988,2.66345,11120.93,0.056773000000000004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571,1995,502.8,12.9,130.9,395.0,12.54986,47.20134,15.57741,2.690788,11238.99,0.0573558,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572,1996,488.3,11.1,134.2,452.0,12.66153,47.11795,15.50349,2.709925,11457.94,0.057763699999999994,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,1997,469.0,13.1,137.0,482.0,12.7257,47.01833,15.4049,2.731826,11729.45,0.0582305,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574,1998,410.7,11.4,123.3,531.0,12.79877,47.03033,15.280579999999999,2.7513349999999996,12209.0,0.05864640000000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575,1999,349.3,7.7,111.6,574.0,12.893360000000001,47.0393,15.1223,2.7686189999999997,12370.23,0.0590148,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576,1977,460.4,9.6,189.0,105.0,3.646178,64.35242,17.50104,4.863175,11493.2,0.07048589999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577,1978,467.9,10.4,184.0,111.0,3.6774660000000003,64.30529,17.35882,4.8894,11898.54,0.070866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578,1979,527.2,11.2,210.9,116.0,3.722172,64.122,17.221529999999998,4.912428,11954.24,0.07119980000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579,1980,554.5,7.6492627927146515,223.6,113.0,3.830339,64.24608,17.21838,4.921966,11352.51,0.0713897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,1981,540.2,7.6492627927146515,215.2,112.0,3.8733769999999996,64.13373,17.12898,4.932079,11460.87,0.07153639999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
581,1982,506.5,7.6492627927146515,193.0,131.0,3.895451,63.917030000000004,16.92983,4.929442,11388.12,0.0714982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,1983,477.2,7.6492627927146515,167.9,147.0,3.9126760000000003,63.74535,16.64394,4.943727,11716.0,0.0717054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583,1984,460.7,7.6492627927146515,140.8,162.0,3.934932,63.530480000000004,16.38307,4.975283,12428.64,0.07216310000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584,1985,503.5,7.6492627927146515,147.6,175.0,3.965899,63.32874,16.11904,5.000254,12841.77,0.0725253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585,1986,578.6,7.6492627927146515,170.2,194.0,3.9936550000000004,63.100359999999995,15.819320000000001,5.023068,13185.04,0.0728562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
586,1987,544.6,7.6492627927146515,164.1,203.0,4.012938,62.981,15.5254,5.0566949999999995,13374.25,0.07334389999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587,1988,552.5,7.6492627927146515,168.1,218.0,4.0438,62.86436,15.26476,5.08173,13544.41,0.07370700000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588,1989,632.6,7.6492627927146515,195.0,236.0,4.068688,62.6871,15.001729999999998,5.0958190000000005,13717.65,0.07391139999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589,1990,715.3,7.6492627927146515,216.4,269.0,4.106726999999999,64.76236999999999,14.75709,5.12637,13526.26,0.0744052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,1991,763.0,7.6492627927146515,251.1,287.0,4.134636,64.69089,14.549000000000001,5.157769999999999,13567.36,0.074861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591,1992,740.4,7.6492627927146515,226.9,305.0,4.179498000000001,64.61243,14.394020000000001,5.1936860000000005,13874.82,0.0753822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592,1993,744.4,7.6492627927146515,241.8,311.0,4.216366000000001,64.60291,14.24835,5.237757,13983.26,0.07602189999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593,1994,743.5,7.6492627927146515,230.7,308.0,4.260201,64.67593000000001,14.11159,5.281206,14291.42,0.0766525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
594,1995,663.8,7.6492627927146515,204.0,338.0,4.286511,64.7411,14.0522,5.32461,14449.48,0.0772825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,1996,590.9,7.6492627927146515,170.6,358.0,4.333734,64.7839,14.050270000000001,5.367888,14667.86,0.0779107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
596,1997,577.4,7.6492627927146515,156.1,409.0,4.383485,64.83846,14.04587,5.407113,15061.73,0.07848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
597,1998,555.7,7.6492627927146515,149.2,442.0,4.413081,64.95696,14.03186,5.437562000000001,15546.28,0.07892189999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598,1999,500.2,7.6492627927146515,130.7,457.0,4.451169,65.11991,14.0275,5.468338,15789.59,0.0793686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,1977,218.0,7.6492627927146515,39.2,73.0,1.878684,70.30823000000001,18.86554,0.769954,10909.58,0.0052886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,1978,237.6,4.8,36.8,81.0,1.9177669999999998,70.22367,18.671870000000002,0.782316,11797.69,0.0053735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,1979,224.2,4.2,33.1,87.0,1.935456,70.05479,18.47104,0.787308,11386.23,0.0054078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602,1980,222.6,4.0,34.0,96.0,1.9966990000000002,69.50650999999999,18.18962,0.788752,11053.89,0.0054252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603,1981,253.0,3.4,38.1,94.0,2.006873,69.26559,17.82497,0.795317,11227.42,0.0054703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
604,1982,224.8,3.9,33.1,104.0,2.0380849999999997,68.82399000000001,17.374470000000002,0.80399,11013.5,0.005529999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,1983,212.6,3.7,23.5,114.0,2.075973,68.35551,16.8837,0.814028,11045.0,0.005599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606,1984,237.6,4.4,27.4,104.0,2.12147,67.86086,16.40055,0.820893,11225.09,0.0056462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
607,1985,208.5,5.8,20.9,121.0,2.161607,67.42729,15.96853,0.822305,11019.4,0.0056559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
608,1986,157.4,2.9,19.5,136.0,2.210021,67.00379000000001,15.518189999999999,0.8137479999999999,11330.68,0.005597100000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609,1987,151.2,4.1,24.2,135.0,2.274105,66.64787,15.11905,0.805064,11397.49,0.0055373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610,1988,123.0,2.6,22.6,147.0,2.349055,66.35466,14.75005,0.800194,11250.8,0.005503899999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
611,1989,116.0,2.9,17.0,158.0,2.441468,66.1925,14.480979999999999,0.799642,11742.27,0.005500100000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
612,1990,159.3,4.9,21.7,165.0,2.508052,68.23550999999999,14.24213,0.799824,11829.29,0.005495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
613,1991,139.9,2.6,18.6,176.0,2.550886,68.46096999999999,14.15545,0.807837,12068.08,0.00555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614,1992,169.9,2.9,26.9,183.0,2.534665,68.7589,14.155389999999999,0.8224360000000001,12150.94,0.0056503,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615,1993,177.5,3.0,32.4,180.0,2.548829,69.12568,14.222579999999999,0.8398760000000001,12451.61,0.0057701,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
616,1994,177.1,3.3,32.7,182.0,2.589824,69.45094,14.243970000000001,0.854923,12182.69,0.0058735,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617,1995,171.4,4.0,29.1,204.0,2.634821,69.94066,14.280579999999999,0.8685219999999999,12271.66,0.0059669,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
618,1996,161.0,3.9,29.7,228.0,2.675736,70.26746999999999,14.32124,0.876656,12308.2,0.0060228,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
619,1997,132.1,4.8,20.4,259.0,2.71069,70.51744000000001,14.33813,0.878706,12527.43,0.0060368999999999996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620,1998,138.8,4.1,19.9,255.0,2.760783,70.57711,14.37217,0.879533,13018.58,0.0060426,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
621,1999,206.5,2.6,25.8,310.0,2.83038,70.73254,14.36011,0.8827790000000001,13154.21,0.0060649,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
622,1977,199.4,3.9,64.7,93.0,1.399435,68.76288000000001,18.13208,1.556843,11496.49,0.0203554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
623,1978,190.5,3.0,64.9,83.0,1.4400680000000001,68.61211999999999,17.960539999999998,1.563884,12407.36,0.0204475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
624,1979,225.9,4.1,73.5,80.0,1.470194,68.48695,17.811410000000002,1.567344,12051.65,0.020492700000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,1980,224.6,4.4,82.2,71.0,1.51918,68.48768000000001,17.70309,1.572296,11209.85,0.0205143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
626,1981,181.5,3.1,70.7,89.0,1.552206,68.36901,17.488889999999998,1.5785280000000002,11710.76,0.0205956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
627,1982,229.6,2.0,61.9,104.0,1.580871,68.11825999999999,17.20726,1.5817860000000001,11587.3,0.020638099999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
628,1983,217.7,2.6,49.8,99.0,1.609164,67.8284,16.88158,1.584301,11601.0,0.0206709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
629,1984,225.8,3.4,43.2,91.0,1.6451919999999998,67.58923,16.582729999999998,1.588629,12436.31,0.0207274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,1985,237.9,2.9,48.5,95.0,1.690266,67.31978000000001,16.26681,1.584662,12726.02,0.0206756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
631,1986,262.6,3.1,51.1,108.0,1.731587,66.95992,15.92627,1.574336,12921.43,0.0205409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632,1987,251.2,3.5,47.1,116.0,1.773251,66.74837,15.61155,1.566558,13185.69,0.0204394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
633,1988,273.2,3.6,56.1,123.0,1.821041,66.65886,15.330229999999998,1.571464,13458.53,0.0205034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
634,1989,279.5,2.5,52.0,129.0,1.872395,66.45169,15.071810000000001,1.574881,13553.03,0.020548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
635,1990,330.0,2.7,51.1,141.0,1.9248869999999998,68.57947,14.866029999999999,1.5806639999999998,13783.06,0.0205607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
636,1991,334.6,3.3,54.0,140.0,1.9419099999999998,68.71162,14.7431,1.590805,13717.95,0.0206926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
637,1992,348.6,4.2,56.7,145.0,1.997059,68.94001999999999,14.636679999999998,1.602406,13978.48,0.0208435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
638,1993,377.8,3.9,62.4,151.0,2.0454689999999998,69.01521,14.55635,1.612149,13895.06,0.0209702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
639,1994,389.5,3.1,75.4,153.0,2.102617,69.06844,14.505560000000001,1.621551,14224.9,0.0210925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640,1995,382.0,2.9,65.2,164.0,2.159873,69.22700999999999,14.510729999999999,1.635142,14516.18,0.021269299999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
641,1996,435.0,2.9,63.7,183.0,2.215449,69.32784000000001,14.55224,1.647657,15268.57,0.0214321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
642,1997,438.4,3.0,66.2,194.0,2.262563,69.34474,14.58731,1.6560419999999998,15271.01,0.0215412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
643,1998,451.4,3.1,77.6,200.0,2.292488,69.3675,14.62338,1.6607720000000001,15809.01,0.021602700000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
644,1999,430.2,3.6,75.9,215.0,2.352001,69.41042,14.63403,1.6660279999999998,16174.11,0.0216711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
645,1977,743.0,15.8,323.1,156.0,3.681372,70.3189,18.48337,0.678334,14056.2,0.0061729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
646,1978,780.8,15.5,359.5,187.0,3.7476580000000004,70.3098,18.34993,0.719436,14943.84,0.0065469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
